OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,YEAR
41-1010,First-Line Supervisors of Sales Workers,broad,1420990,0.4,25.43,52900.0,0.2,12.99,16.08,21.27,29.69,42.08,27020.0,33450.0,44250.0,61760.0,87520.0,2019
41-1011,First-Line Supervisors of Retail Sales Workers,detailed,1171900,0.5,22.03,45830.0,0.2,12.64,15.37,19.4,26.1,33.68,26290.0,31960.0,40350.0,54290.0,70060.0,2019
41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,249090,0.9,41.43,86180.0,0.4,20.08,26.86,35.94,49.92,70.55,41780.0,55860.0,74760.0,103830.0,146740.0,2019
41-2000,Retail Sales Workers,minor,8603590,0.3,13.27,27600.0,0.2,8.94,10.19,11.84,14.36,18.73,18590.0,21200.0,24630.0,29870.0,38950.0,2019
41-2010,Cashiers,broad,3617910,0.6,11.73,24400.0,0.2,8.73,9.77,11.38,12.78,15.06,18160.0,20330.0,23660.0,26580.0,31320.0,2019
41-2011,Cashiers,detailed,3596630,0.6,11.72,24370.0,0.2,8.73,9.77,11.37,12.77,15.04,18150.0,20320.0,23650.0,26550.0,31270.0,2019
41-2012,Gambling Change Persons and Booth Cashiers,detailed,21290,5.5,13.46,28010.0,1.0,9.34,10.8,12.35,15.13,18.73,19430.0,22470.0,25690.0,31460.0,38960.0,2019
41-2020,Counter and Rental Clerks and Parts Salespersons,broad,667730,0.8,16.16,33610.0,0.3,9.59,11.54,14.35,18.92,25.43,19940.0,24000.0,29860.0,39350.0,52890.0,2019
41-2021,Counter and Rental Clerks,detailed,411560,1.2,15.67,32600.0,0.4,9.43,11.36,13.86,18.23,24.45,19620.0,23630.0,28820.0,37910.0,50860.0,2019
41-2022,Parts Salespersons,detailed,256170,1.2,16.93,35220.0,0.5,9.89,11.94,15.24,20.18,26.97,20570.0,24840.0,31710.0,41980.0,56090.0,2019
41-2030,Retail Salespersons,broad,4317950,0.5,14.12,29360.0,0.2,9.09,10.47,12.14,15.13,20.57,18900.0,21780.0,25250.0,31480.0,42780.0,2019
41-2031,Retail Salespersons,detailed,4317950,0.5,14.12,29360.0,0.2,9.09,10.47,12.14,15.13,20.57,18900.0,21780.0,25250.0,31480.0,42780.0,2019
41-3000,"Sales Representatives, Services",minor,2084000,0.5,34.45,71660.0,0.5,13.7,18.35,26.62,39.97,64.14,28490.0,38170.0,55370.0,83130.0,133410.0,2019
41-3010,Advertising Sales Agents,broad,129740,2.3,31.09,64660.0,1.0,12.21,16.95,25.63,37.99,56.88,25390.0,35250.0,53310.0,79010.0,118300.0,2019
41-3011,Advertising Sales Agents,detailed,129740,2.3,31.09,64660.0,1.0,12.21,16.95,25.63,37.99,56.88,25390.0,35250.0,53310.0,79010.0,118300.0,2019
41-3020,Insurance Sales Agents,broad,410050,1.1,32.59,67780.0,0.9,13.46,17.56,24.49,37.24,60.33,28000.0,36520.0,50940.0,77460.0,125500.0,2019
41-3021,Insurance Sales Agents,detailed,410050,1.1,32.59,67780.0,0.9,13.46,17.56,24.49,37.24,60.33,28000.0,36520.0,50940.0,77460.0,125500.0,2019
41-3030,"Securities, Commodities, and Financial Services Sales Agents",broad,437880,1.2,44.75,93090.0,1.4,16.98,20.92,29.94,54.22,98.14,35320.0,43510.0,62270.0,112770.0,204130.0,2019
41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,437880,1.2,44.75,93090.0,1.4,16.98,20.92,29.94,54.22,98.14,35320.0,43510.0,62270.0,112770.0,204130.0,2019
41-3040,Travel Agents,broad,66670,2.3,21.49,44690.0,1.1,11.37,14.61,19.55,26.3,33.37,23660.0,30400.0,40660.0,54710.0,69420.0,2019
41-3041,Travel Agents,detailed,66670,2.3,21.49,44690.0,1.1,11.37,14.61,19.55,26.3,33.37,23660.0,30400.0,40660.0,54710.0,69420.0,2019
41-3090,"Miscellaneous Sales Representatives, Services",broad,1039670,0.8,32.1,66760.0,0.4,13.13,18.06,26.99,38.84,57.91,27320.0,37550.0,56130.0,80790.0,120460.0,2019
41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,1039670,0.8,32.1,66760.0,0.4,13.13,18.06,26.99,38.84,57.91,27320.0,37550.0,56130.0,80790.0,120460.0,2019
41-4000,"Sales Representatives, Wholesale and Manufacturing",minor,1651500,0.6,36.14,75180.0,0.3,15.3,21.2,30.29,44.57,63.9,31820.0,44090.0,63000.0,92700.0,132920.0,2019
41-4010,"Sales Representatives, Wholesale and Manufacturing",broad,1651500,0.6,36.14,75180.0,0.3,15.3,21.2,30.29,44.57,63.9,31820.0,44090.0,63000.0,92700.0,132920.0,2019
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,306980,2.2,44.7,92980.0,0.8,19.75,27.43,38.95,56.52,76.24,41080.0,57050.0,81020.0,117560.0,158580.0,2019
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,1344530,0.5,34.19,71110.0,0.3,14.68,20.23,28.81,41.22,60.24,30530.0,42070.0,59930.0,85730.0,125300.0,2019
41-9000,Other Sales and Related Workers,minor,611330,1.2,25.72,53500.0,0.9,10.29,12.47,17.89,30.49,51.48,21400.0,25930.0,37220.0,63430.0,107070.0,2019
41-9010,"Models, Demonstrators, and Product Promoters",broad,80080,4.0,17.0,35360.0,1.3,10.46,12.09,14.85,20.1,26.22,21760.0,25150.0,30890.0,41800.0,54530.0,2019
41-9011,Demonstrators and Product Promoters,detailed,77760,4.0,16.98,35320.0,1.4,10.45,12.13,14.87,20.14,26.2,21750.0,25230.0,30930.0,41880.0,54490.0,2019
41-9012,Models,detailed,2320,22.7,17.52,36430.0,9.0,10.54,11.31,13.63,19.05,26.75,21930.0,23530.0,28350.0,39620.0,55630.0,2019
41-9020,Real Estate Brokers and Sales Agents,broad,205060,1.6,31.78,66100.0,1.4,11.85,16.33,24.39,37.86,59.17,24660.0,33970.0,50730.0,78740.0,123070.0,2019
41-9021,Real Estate Brokers,detailed,42730,4.0,39.16,81450.0,3.6,11.35,17.28,28.71,46.05,85.93,23600.0,35940.0,59720.0,95790.0,178720.0,2019
41-9022,Real Estate Sales Agents,detailed,162330,1.8,29.83,62060.0,1.4,11.98,16.16,23.53,36.22,53.75,24930.0,33600.0,48930.0,75340.0,111800.0,2019
41-9030,Sales Engineers,broad,63550,3.5,54.22,112780.0,1.0,28.45,36.71,49.95,67.12,83.79,59180.0,76350.0,103900.0,139620.0,174270.0,2019
41-9031,Sales Engineers,detailed,63550,3.5,54.22,112780.0,1.0,28.45,36.71,49.95,67.12,83.79,59180.0,76350.0,103900.0,139620.0,174270.0,2019
41-9040,Telemarketers,broad,134800,3.2,14.31,29770.0,0.9,9.21,10.66,12.64,16.33,21.39,19170.0,22170.0,26290.0,33960.0,44480.0,2019
41-9041,Telemarketers,detailed,134800,3.2,14.31,29770.0,0.9,9.21,10.66,12.64,16.33,21.39,19170.0,22170.0,26290.0,33960.0,44480.0,2019
41-9090,Miscellaneous Sales and Related Workers,broad,127850,1.7,19.35,40240.0,0.8,10.34,11.81,15.14,22.63,33.36,21510.0,24570.0,31480.0,47070.0,69380.0,2019
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,8930,8.1,16.9,35150.0,3.5,9.4,11.07,13.19,19.07,29.61,19550.0,23020.0,27420.0,39670.0,61580.0,2019
41-9099,"Sales and Related Workers, All Other",detailed,118910,1.7,19.53,40620.0,0.9,10.41,11.9,15.3,22.85,33.63,21650.0,24740.0,31820.0,47530.0,69940.0,2019
43-0000,Office and Administrative Support Occupations,major,19528250,0.2,19.73,41040.0,0.1,11.44,14.14,18.07,23.75,30.41,23790.0,29400.0,37580.0,49390.0,63260.0,2019
43-1000,Supervisors of Office and Administrative Support Workers,minor,1487870,0.3,28.91,60130.0,0.1,16.49,20.85,27.22,34.85,44.02,34290.0,43360.0,56620.0,72480.0,91570.0,2019
43-1010,First-Line Supervisors of Office and Administrative Support Workers,broad,1487870,0.3,28.91,60130.0,0.1,16.49,20.85,27.22,34.85,44.02,34290.0,43360.0,56620.0,72480.0,91570.0,2019
43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,1487870,0.3,28.91,60130.0,0.1,16.49,20.85,27.22,34.85,44.02,34290.0,43360.0,56620.0,72480.0,91570.0,2019
43-2000,Communications Equipment Operators,minor,76030,2.6,16.29,33890.0,1.0,10.57,12.44,14.94,18.63,24.17,22000.0,25870.0,31070.0,38740.0,50270.0,2019
43-2010,"Switchboard Operators, Including Answering Service",broad,68050,2.8,15.88,33030.0,1.0,10.51,12.34,14.72,18.17,23.06,21870.0,25670.0,30610.0,37790.0,47970.0,2019
43-2011,"Switchboard Operators, Including Answering Service",detailed,68050,2.8,15.88,33030.0,1.0,10.51,12.34,14.72,18.17,23.06,21870.0,25670.0,30610.0,37790.0,47970.0,2019
43-2020,Telephone Operators,broad,4740,5.6,18.24,37940.0,1.4,11.23,13.32,17.19,22.9,27.7,23360.0,27700.0,35750.0,47630.0,57620.0,2019
43-2021,Telephone Operators,detailed,4740,5.6,18.24,37940.0,1.4,11.23,13.32,17.19,22.9,27.7,23360.0,27700.0,35750.0,47630.0,57620.0,2019
43-2090,Miscellaneous Communications Equipment Operators,broad,3240,12.1,22.14,46050.0,3.2,11.3,16.11,20.57,27.99,35.02,23510.0,33520.0,42790.0,58230.0,72840.0,2019
43-2099,"Communications Equipment Operators, All Other",detailed,3240,12.1,22.14,46050.0,3.2,11.3,16.11,20.57,27.99,35.02,23510.0,33520.0,42790.0,58230.0,72840.0,2019
43-3000,Financial Clerks,minor,2910660,0.3,19.6,40770.0,0.1,12.33,15.07,18.52,23.42,28.87,25640.0,31340.0,38510.0,48710.0,60050.0,2019
43-3010,Bill and Account Collectors,broad,235870,1.6,18.9,39300.0,0.4,12.4,14.78,17.79,22.04,27.34,25800.0,30740.0,37000.0,45840.0,56860.0,2019
43-3011,Bill and Account Collectors,detailed,235870,1.6,18.9,39300.0,0.4,12.4,14.78,17.79,22.04,27.34,25800.0,30740.0,37000.0,45840.0,56860.0,2019
43-3020,Billing and Posting Clerks,broad,466450,0.8,19.53,40620.0,0.2,13.3,15.84,18.63,22.87,27.55,27650.0,32940.0,38740.0,47580.0,57300.0,2019
43-3021,Billing and Posting Clerks,detailed,466450,0.8,19.53,40620.0,0.2,13.3,15.84,18.63,22.87,27.55,27650.0,32940.0,38740.0,47580.0,57300.0,2019
43-3030,"Bookkeeping, Accounting, and Auditing Clerks",broad,1512660,0.4,20.65,42960.0,0.1,12.44,15.87,19.82,24.7,30.01,25870.0,33020.0,41230.0,51370.0,62410.0,2019
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,1512660,0.4,20.65,42960.0,0.1,12.44,15.87,19.82,24.7,30.01,25870.0,33020.0,41230.0,51370.0,62410.0,2019
43-3040,Gambling Cage Workers,broad,14330,3.3,14.23,29600.0,0.9,10.08,11.56,13.48,16.32,19.5,20970.0,24040.0,28040.0,33950.0,40550.0,2019
43-3041,Gambling Cage Workers,detailed,14330,3.3,14.23,29600.0,0.9,10.08,11.56,13.48,16.32,19.5,20970.0,24040.0,28040.0,33950.0,40550.0,2019
43-3050,Payroll and Timekeeping Clerks,broad,142700,1.0,22.79,47390.0,0.4,14.58,17.79,22.2,27.42,31.83,30320.0,37000.0,46180.0,57030.0,66210.0,2019
43-3051,Payroll and Timekeeping Clerks,detailed,142700,1.0,22.79,47390.0,0.4,14.58,17.79,22.2,27.42,31.83,30320.0,37000.0,46180.0,57030.0,66210.0,2019
43-3060,Procurement Clerks,broad,66030,1.4,21.14,43980.0,0.3,14.16,17.08,20.82,24.66,28.81,29450.0,35530.0,43310.0,51290.0,59920.0,2019
43-3061,Procurement Clerks,detailed,66030,1.4,21.14,43980.0,0.3,14.16,17.08,20.82,24.66,28.81,29450.0,35530.0,43310.0,51290.0,59920.0,2019
43-3070,Tellers,broad,442120,0.9,15.22,31660.0,0.2,11.21,12.94,15.02,17.5,19.34,23330.0,26920.0,31230.0,36390.0,40230.0,2019
43-3071,Tellers,detailed,442120,0.9,15.22,31660.0,0.2,11.21,12.94,15.02,17.5,19.34,23330.0,26920.0,31230.0,36390.0,40230.0,2019
43-3090,Miscellaneous Financial Clerks,broad,30500,3.7,21.51,44740.0,1.1,13.77,16.68,20.4,25.18,30.63,28650.0,34700.0,42420.0,52370.0,63710.0,2019
43-3099,"Financial Clerks, All Other",detailed,30500,3.7,21.51,44740.0,1.1,13.77,16.68,20.4,25.18,30.63,28650.0,34700.0,42420.0,52370.0,63710.0,2019
43-4000,Information and Record Clerks,minor,5780040,0.3,17.59,36580.0,0.1,10.76,12.96,16.37,20.86,26.55,22380.0,26960.0,34050.0,43390.0,55230.0,2019
43-4010,Brokerage Clerks,broad,47990,2.7,26.53,55190.0,0.7,17.11,20.91,25.36,30.66,37.58,35600.0,43490.0,52750.0,63770.0,78160.0,2019
43-4011,Brokerage Clerks,detailed,47990,2.7,26.53,55190.0,0.7,17.11,20.91,25.36,30.66,37.58,35600.0,43490.0,52750.0,63770.0,78160.0,2019
43-4020,Correspondence Clerks,broad,6250,5.8,19.03,39570.0,1.0,12.76,15.55,18.34,22.16,26.46,26540.0,32330.0,38140.0,46090.0,55050.0,2019
43-4021,Correspondence Clerks,detailed,6250,5.8,19.03,39570.0,1.0,12.76,15.55,18.34,22.16,26.46,26540.0,32330.0,38140.0,46090.0,55050.0,2019
43-4030,"Court, Municipal, and License Clerks",broad,154020,0.8,20.21,42030.0,0.6,12.5,15.32,18.93,23.74,29.37,25990.0,31860.0,39380.0,49380.0,61100.0,2019
43-4031,"Court, Municipal, and License Clerks",detailed,154020,0.8,20.21,42030.0,0.6,12.5,15.32,18.93,23.74,29.37,25990.0,31860.0,39380.0,49380.0,61100.0,2019
43-4040,"Credit Authorizers, Checkers, and Clerks",broad,26700,3.2,20.13,41880.0,0.7,12.95,15.76,19.28,23.73,29.12,26950.0,32780.0,40100.0,49360.0,60570.0,2019
43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,26700,3.2,20.13,41880.0,0.7,12.95,15.76,19.28,23.73,29.12,26950.0,32780.0,40100.0,49360.0,60570.0,2019
43-4050,Customer Service Representatives,broad,2919230,0.5,17.94,37320.0,0.2,11.05,13.28,16.69,21.15,27.11,22980.0,27630.0,34710.0,43980.0,56380.0,2019
43-4051,Customer Service Representatives,detailed,2919230,0.5,17.94,37320.0,0.2,11.05,13.28,16.69,21.15,27.11,22980.0,27630.0,34710.0,43980.0,56380.0,2019
43-4060,"Eligibility Interviewers, Government Programs",broad,139780,3.4,22.65,47110.0,0.5,15.47,17.87,22.4,26.91,30.21,32180.0,37160.0,46590.0,55960.0,62840.0,2019
43-4061,"Eligibility Interviewers, Government Programs",detailed,139780,3.4,22.65,47110.0,0.5,15.47,17.87,22.4,26.91,30.21,32180.0,37160.0,46590.0,55960.0,62840.0,2019
43-4070,File Clerks,broad,102300,1.5,16.64,34610.0,0.4,10.65,12.68,15.73,19.37,24.39,22150.0,26370.0,32710.0,40280.0,50740.0,2019
43-4071,File Clerks,detailed,102300,1.5,16.64,34610.0,0.4,10.65,12.68,15.73,19.37,24.39,22150.0,26370.0,32710.0,40280.0,50740.0,2019
43-4080,"Hotel, Motel, and Resort Desk Clerks",broad,267940,1.1,12.47,25950.0,0.4,8.82,10.07,11.76,14.02,17.09,18340.0,20940.0,24470.0,29160.0,35550.0,2019
43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,267940,1.1,12.47,25950.0,0.4,8.82,10.07,11.76,14.02,17.09,18340.0,20940.0,24470.0,29160.0,35550.0,2019
43-4110,"Interviewers, Except Eligibility and Loan",broad,188570,1.4,17.49,36390.0,0.4,11.4,13.61,16.81,20.59,24.69,23710.0,28310.0,34970.0,42820.0,51360.0,2019
43-4111,"Interviewers, Except Eligibility and Loan",detailed,188570,1.4,17.49,36390.0,0.4,11.4,13.61,16.81,20.59,24.69,23710.0,28310.0,34970.0,42820.0,51360.0,2019
43-4120,"Library Assistants, Clerical",broad,85910,1.2,14.34,29820.0,0.5,9.15,10.81,13.22,17.18,21.62,19030.0,22490.0,27490.0,35730.0,44970.0,2019
43-4121,"Library Assistants, Clerical",detailed,85910,1.2,14.34,29820.0,0.5,9.15,10.81,13.22,17.18,21.62,19030.0,22490.0,27490.0,35730.0,44970.0,2019
43-4130,Loan Interviewers and Clerks,broad,208530,1.5,20.17,41960.0,0.3,12.79,15.98,19.54,24.04,28.89,26610.0,33230.0,40640.0,50010.0,60090.0,2019
43-4131,Loan Interviewers and Clerks,detailed,208530,1.5,20.17,41960.0,0.3,12.79,15.98,19.54,24.04,28.89,26610.0,33230.0,40640.0,50010.0,60090.0,2019
43-4140,New Accounts Clerks,broad,43420,3.1,18.5,38490.0,1.9,12.9,14.93,17.57,20.96,24.67,26820.0,31060.0,36550.0,43600.0,51310.0,2019
43-4141,New Accounts Clerks,detailed,43420,3.1,18.5,38490.0,1.9,12.9,14.93,17.57,20.96,24.67,26820.0,31060.0,36550.0,43600.0,51310.0,2019
43-4150,Order Clerks,broad,137180,2.5,17.6,36600.0,0.7,11.18,13.13,16.46,20.99,25.99,23260.0,27300.0,34240.0,43660.0,54050.0,2019
43-4151,Order Clerks,detailed,137180,2.5,17.6,36600.0,0.7,11.18,13.13,16.46,20.99,25.99,23260.0,27300.0,34240.0,43660.0,54050.0,2019
43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",broad,117340,1.2,20.49,42620.0,0.3,13.83,16.57,19.92,23.86,28.52,28760.0,34470.0,41430.0,49640.0,59320.0,2019
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,117340,1.2,20.49,42620.0,0.3,13.83,16.57,19.92,23.86,28.52,28760.0,34470.0,41430.0,49640.0,59320.0,2019
43-4170,Receptionists and Information Clerks,broad,1057370,0.6,15.02,31250.0,0.2,10.16,12.05,14.45,17.64,20.86,21130.0,25050.0,30050.0,36680.0,43380.0,2019
43-4171,Receptionists and Information Clerks,detailed,1057370,0.6,15.02,31250.0,0.2,10.16,12.05,14.45,17.64,20.86,21130.0,25050.0,30050.0,36680.0,43380.0,2019
43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,broad,123660,3.0,21.34,44390.0,1.1,11.9,14.07,18.45,29.49,34.92,24750.0,29260.0,38380.0,61340.0,72630.0,2019
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,123660,3.0,21.34,44390.0,1.1,11.9,14.07,18.45,29.49,34.92,24750.0,29260.0,38380.0,61340.0,72630.0,2019
43-4190,Miscellaneous Information and Record Clerks,broad,153850,0.9,20.39,42410.0,0.4,12.39,15.53,19.89,24.29,28.76,25770.0,32290.0,41360.0,50530.0,59830.0,2019
43-4199,"Information and Record Clerks, All Other",detailed,153850,0.9,20.39,42410.0,0.4,12.39,15.53,19.89,24.29,28.76,25770.0,32290.0,41360.0,50530.0,59830.0,2019
43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",minor,2155080,0.4,21.13,43950.0,0.1,12.56,15.64,19.39,26.72,30.97,26130.0,32540.0,40320.0,55580.0,64410.0,2019
43-5010,Cargo and Freight Agents,broad,95810,2.4,22.48,46770.0,0.9,12.87,16.39,21.03,26.9,33.19,26780.0,34080.0,43740.0,55940.0,69040.0,2019
43-5011,Cargo and Freight Agents,detailed,95810,2.4,22.48,46770.0,0.9,12.87,16.39,21.03,26.9,33.19,26780.0,34080.0,43740.0,55940.0,69040.0,2019
43-5020,Couriers and Messengers,broad,74720,2.5,15.21,31640.0,0.9,10.09,11.91,14.28,17.58,22.15,20990.0,24760.0,29690.0,36570.0,46080.0,2019
43-5021,Couriers and Messengers,detailed,74720,2.5,15.21,31640.0,0.9,10.09,11.91,14.28,17.58,22.15,20990.0,24760.0,29690.0,36570.0,46080.0,2019
43-5030,Dispatchers,broad,294680,1.1,21.24,44170.0,0.4,12.42,15.56,19.61,25.34,32.07,25830.0,32350.0,40780.0,52710.0,66700.0,2019
43-5031,Public Safety Telecommunicators,detailed,95320,0.9,21.31,44310.0,0.4,13.07,16.18,20.15,25.31,31.23,27190.0,33650.0,41910.0,52650.0,64950.0,2019
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,199360,1.5,21.2,44100.0,0.6,12.14,15.21,19.32,25.35,32.62,25260.0,31640.0,40190.0,52740.0,67850.0,2019
43-5040,"Meter Readers, Utilities",broad,30450,3.8,22.23,46250.0,1.1,12.41,15.25,20.33,27.77,34.82,25810.0,31720.0,42280.0,57760.0,72420.0,2019
43-5041,"Meter Readers, Utilities",detailed,30450,3.8,22.23,46250.0,1.1,12.41,15.25,20.33,27.77,34.82,25810.0,31720.0,42280.0,57760.0,72420.0,2019
43-5050,Postal Service Workers,broad,523220,0.0,24.88,51740.0,0.2,17.78,18.3,25.03,30.96,30.97,36990.0,38060.0,52060.0,64400.0,64420.0,2019
43-5051,Postal Service Clerks,detailed,81170,0.0,24.33,50610.0,0.2,17.2,20.75,23.23,29.21,29.8,35770.0,43170.0,48330.0,60750.0,61980.0,2019
43-5052,Postal Service Mail Carriers,detailed,339650,0.0,25.09,52180.0,0.2,17.79,18.29,24.67,30.97,31.55,36990.0,38050.0,51310.0,64410.0,65620.0,2019
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,102390,0.0,24.61,51190.0,0.3,17.19,18.77,28.91,29.21,29.46,35760.0,39030.0,60140.0,60750.0,61270.0,2019
43-5060,"Production, Planning, and Expediting Clerks",broad,370380,0.9,24.35,50640.0,0.2,14.52,17.88,23.2,29.64,36.59,30190.0,37180.0,48260.0,61650.0,76100.0,2019
43-5061,"Production, Planning, and Expediting Clerks",detailed,370380,0.9,24.35,50640.0,0.2,14.52,17.88,23.2,29.64,36.59,30190.0,37180.0,48260.0,61650.0,76100.0,2019
43-5070,"Shipping, Receiving, and Inventory Clerks",broad,704910,0.7,17.32,36030.0,0.2,11.51,13.48,16.44,20.08,24.79,23940.0,28030.0,34190.0,41760.0,51560.0,2019
43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,704910,0.7,17.32,36030.0,0.2,11.51,13.48,16.44,20.08,24.79,23940.0,28030.0,34190.0,41760.0,51560.0,2019
43-5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",broad,60920,2.3,17.62,36650.0,0.5,11.53,13.56,16.85,20.83,24.78,23980.0,28190.0,35040.0,43320.0,51540.0,2019
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,60920,2.3,17.62,36650.0,0.5,11.53,13.56,16.85,20.83,24.78,23980.0,28190.0,35040.0,43320.0,51540.0,2019
43-6000,Secretaries and Administrative Assistants,minor,3353950,0.3,20.87,43410.0,0.1,12.37,15.29,19.16,24.99,31.5,25720.0,31810.0,39850.0,51980.0,65510.0,2019
43-6010,Secretaries and Administrative Assistants,broad,3353950,0.3,20.87,43410.0,0.1,12.37,15.29,19.16,24.99,31.5,25720.0,31810.0,39850.0,51980.0,65510.0,2019
43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,542690,0.6,30.25,62920.0,0.2,18.22,23.09,29.27,36.45,43.91,37890.0,48020.0,60890.0,75820.0,91330.0,2019
43-6012,Legal Secretaries and Administrative Assistants,detailed,168140,1.7,24.47,50900.0,0.6,13.83,17.2,22.74,30.52,38.27,28760.0,35780.0,47300.0,63480.0,79610.0,2019
43-6013,Medical Secretaries and Administrative Assistants,detailed,604780,0.8,18.31,38090.0,0.3,12.58,14.71,17.59,21.47,25.59,26180.0,30590.0,36580.0,44650.0,53230.0,2019
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,2038340,0.4,18.84,39180.0,0.2,11.66,14.47,18.12,22.84,27.68,24250.0,30100.0,37690.0,47510.0,57570.0,2019
43-9000,Other Office and Administrative Support Workers,minor,3764620,0.4,17.75,36920.0,0.2,10.43,12.86,16.67,21.34,26.93,21690.0,26760.0,34670.0,44390.0,56020.0,2019
43-9020,Data Entry and Information Processing Workers,broad,207390,1.6,17.52,36440.0,0.4,11.57,13.78,16.79,20.32,24.7,24060.0,28660.0,34920.0,42270.0,51370.0,2019
43-9021,Data Entry Keyers,detailed,159930,1.8,16.74,34820.0,0.3,11.24,13.32,16.1,19.16,23.65,23380.0,27700.0,33490.0,39850.0,49190.0,2019
43-9022,Word Processors and Typists,detailed,47460,2.9,20.13,41880.0,0.8,13.39,16.13,19.39,23.42,28.3,27850.0,33550.0,40340.0,48710.0,58860.0,2019
43-9030,Desktop Publishers,broad,8740,5.0,23.43,48740.0,1.9,11.47,15.9,21.82,29.19,37.59,23850.0,33060.0,45390.0,60720.0,78190.0,2019
43-9031,Desktop Publishers,detailed,8740,5.0,23.43,48740.0,1.9,11.47,15.9,21.82,29.19,37.59,23850.0,33060.0,45390.0,60720.0,78190.0,2019
43-9040,Insurance Claims and Policy Processing Clerks,broad,257000,1.9,20.81,43280.0,0.4,13.64,16.36,19.59,24.3,29.76,28380.0,34030.0,40750.0,50550.0,61910.0,2019
43-9041,Insurance Claims and Policy Processing Clerks,detailed,257000,1.9,20.81,43280.0,0.4,13.64,16.36,19.59,24.3,29.76,28380.0,34030.0,40750.0,50550.0,61910.0,2019
43-9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",broad,83580,2.5,15.68,32620.0,0.5,10.28,12.22,14.89,18.49,22.65,21380.0,25420.0,30960.0,38470.0,47110.0,2019
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,83580,2.5,15.68,32620.0,0.5,10.28,12.22,14.89,18.49,22.65,21380.0,25420.0,30960.0,38470.0,47110.0,2019
43-9060,"Office Clerks, General",broad,2956060,0.5,17.48,36360.0,0.2,10.16,12.6,16.37,20.96,26.59,21140.0,26220.0,34040.0,43590.0,55300.0,2019
43-9061,"Office Clerks, General",detailed,2956060,0.5,17.48,36360.0,0.2,10.16,12.6,16.37,20.96,26.59,21140.0,26220.0,34040.0,43590.0,55300.0,2019
43-9070,"Office Machine Operators, Except Computer",broad,45960,3.2,16.9,35150.0,0.6,11.12,13.12,16.08,19.52,24.27,23120.0,27300.0,33450.0,40600.0,50490.0,2019
43-9071,"Office Machine Operators, Except Computer",detailed,45960,3.2,16.9,35150.0,0.6,11.12,13.12,16.08,19.52,24.27,23120.0,27300.0,33450.0,40600.0,50490.0,2019
43-9080,Proofreaders and Copy Markers,broad,7730,6.1,20.77,43200.0,1.6,11.84,15.22,19.54,26.02,30.73,24630.0,31660.0,40630.0,54120.0,63920.0,2019
43-9081,Proofreaders and Copy Markers,detailed,7730,6.1,20.77,43200.0,1.6,11.84,15.22,19.54,26.02,30.73,24630.0,31660.0,40630.0,54120.0,63920.0,2019
43-9110,Statistical Assistants,broad,9810,3.6,24.83,51640.0,1.7,15.38,18.79,23.97,29.8,36.37,31980.0,39090.0,49870.0,61990.0,75650.0,2019
43-9111,Statistical Assistants,detailed,9810,3.6,24.83,51640.0,1.7,15.38,18.79,23.97,29.8,36.37,31980.0,39090.0,49870.0,61990.0,75650.0,2019
43-9190,Miscellaneous Office and Administrative Support Workers,broad,188360,1.2,18.41,38290.0,1.3,10.77,12.22,17.05,22.77,28.7,22390.0,25420.0,35470.0,47350.0,59700.0,2019
43-9199,"Office and Administrative Support Workers, All Other",detailed,188360,1.2,18.41,38290.0,1.3,10.77,12.22,17.05,22.77,28.7,22390.0,25420.0,35470.0,47350.0,59700.0,2019
