OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,YEAR
49-9041,Industrial machinery mechanics,,276230,0.9,22.19,46160.0,0.3,         14.02,         17.21,21.38,         26.40,         32.05,         29160,         35810,44470.0,         54910,         66660,2009
49-9042,"Maintenance and repair workers, general",,1268930,0.5,17.56,36520.0,0.2,         10.00,         12.76,16.65,         21.62,         26.72,         20810,         26540,34620.0,         44980,         55590,2009
49-9043,"Maintenance workers, machinery",,66390,1.9,19.03,39570.0,0.6,         11.14,         14.16,18.16,         23.32,         28.41,         23180,         29450,37760.0,         48500,         59100,2009
49-9044,Millwrights,,41640,2.3,24.09,50110.0,0.6,         14.92,         18.24,23.14,         29.79,         36.00,         31030,         37930,48130.0,         61970,         74880,2009
49-9045,"Refractory materials repairers, except brickmasons",,2080,6.2,20.82,43310.0,1.7,         13.16,         16.40,19.97,         24.07,         31.06,         27380,         34110,41530.0,         50060,         64600,2009
49-9051,Electrical power-line installers and repairers,,108980,1.9,26.86,55860.0,0.5,         15.46,         20.70,27.24,         32.73,         38.61,         32170,         43050,56670.0,         68080,         80310,2009
49-9052,Telecommunications line installers and repairers,,162400,1.9,23.23,48310.0,0.6,         12.75,         16.57,23.61,         29.88,         33.77,         26520,         34470,49110.0,         62160,         70230,2009
49-9061,Camera and photographic equipment repairers,,3290,8.4,18.85,39210.0,2.7,         10.03,         12.98,17.03,         22.77,         30.69,         20870,         26990,35420.0,         47370,         63840,2009
49-9062,Medical equipment repairers,,34550,3.1,21.61,44950.0,0.8,         12.38,         15.44,20.34,         26.60,         32.47,         25750,         32110,42300.0,         55330,         67540,2009
49-9063,Musical instrument repairers and tuners,,5580,7.9,17.47,36330.0,2.3,          9.19,         12.00,15.77,         21.30,         28.33,         19110,         24950,32800.0,         44300,         58920,2009
49-9064,Watch repairers,,2350,9.5,19.62,40810.0,4.0,          8.81,         13.10,18.12,         23.34,         31.53,         18330,         27240,37680.0,         48540,         65580,2009
49-9069,"Precision instrument and equipment repairers, all other",,13240,4.0,24.41,50770.0,1.2,         15.07,         18.82,24.11,         29.29,         35.02,         31340,         39150,50140.0,         60930,         72840,2009
49-9091,"Coin, vending, and amusement machine servicers and repairers",,38470,2.5,15.27,31760.0,0.7,          8.99,         11.47,14.64,         18.38,         22.64,         18700,         23860,30460.0,         38220,         47080,2009
49-9092,Commercial divers,,3030,17.7,27.91,58060.0,2.5,         15.63,         18.53,25.26,         33.25,         45.25,         32510,         38540,52540.0,         69160,         94130,2009
49-9093,"Fabric menders, except garment",,840,17.0,13.28,27630.0,3.1,          9.24,         10.83,13.5,         15.25,         17.12,         19230,         22530,28090.0,         31720,         35610,2009
49-9094,Locksmiths and safe repairers,,16910,3.8,18.05,37550.0,1.3,          9.82,         12.90,17.2,         22.58,         27.81,         20430,         26840,35780.0,         46970,         57840,2009
49-9095,Manufactured building and mobile home installers,,6780,9.2,14.34,29820.0,2.1,          9.11,         11.25,13.81,         16.77,         20.48,         18960,         23400,28730.0,         34890,         42610,2009
49-9096,Riggers,,13310,5.1,21.15,43990.0,1.4,         12.07,         15.68,20.37,         26.20,         31.68,         25110,         32610,42360.0,         54490,         65900,2009
49-9097,Signal and track switch repairers,,6450,3.4,24.29,50520.0,2.1,         16.53,         21.20,24.78,         28.63,         31.24,         34380,         44100,51530.0,         59550,         64980,2009
49-9098,"Helpers--installation, maintenance, and repair workers",,135880,1.4,12.62,26260.0,0.4,          7.85,          9.24,11.61,         14.97,         19.02,         16320,         19210,24150.0,         31150,         39570,2009
49-9099,"Installation, maintenance, and repair workers, all other",,127060,1.9,18.49,38450.0,0.7,          9.73,         12.62,17.08,         23.44,         29.29,         20230,         26250,35520.0,         48750,         60920,2009
51-0000,Production occupations,major,8927130,0.3,16.01,33290.0,0.2,          8.76,         10.83,14.41,         19.37,         25.87,         18220,         22520,29970.0,         40290,         53800,2009
51-1011,First-line supervisors/managers of production and operating workers,,605560,0.4,26.51,55150.0,0.2,         15.27,         19.27,25.03,         32.11,         40.19,         31770,         40070,52060.0,         66790,         83600,2009
51-2011,"Aircraft structure, surfaces, rigging, and systems assemblers",,39870,4.4,21.44,44600.0,1.9,         12.54,         15.10,21.86,         27.72,         30.88,         26070,         31410,45470.0,         57660,         64220,2009
51-2021,"Coil winders, tapers, and finishers",,18730,3.9,14.05,29210.0,1.0,          9.25,         10.98,13.48,         16.59,         19.57,         19250,         22840,28030.0,         34500,         40700,2009
51-2022,Electrical and electronic equipment assemblers,,193570,1.6,14.76,30690.0,0.8,          9.17,         10.93,13.77,         17.63,         22.35,         19080,         22740,28640.0,         36670,         46490,2009
51-2023,Electromechanical equipment assemblers,,56460,4.4,15.24,31700.0,0.7,          9.73,         11.67,14.75,         18.21,         21.86,         20230,         24280,30680.0,         37870,         45470,2009
51-2031,Engine and other machine assemblers,,34080,3.4,17.86,37150.0,2.1,         10.73,         13.05,16.58,         21.74,         28.17,         22320,         27150,34490.0,         45210,         58580,2009
51-2041,Structural metal fabricators and fitters,,96870,2.1,16.87,35080.0,0.5,         10.78,         13.18,16.29,         19.70,         23.98,         22420,         27420,33890.0,         40980,         49880,2009
51-2091,Fiberglass laminators and fabricators,,22360,3.8,14.07,29270.0,0.7,          9.37,         11.16,13.65,         16.43,         19.43,         19480,         23220,28390.0,         34170,         40400,2009
51-2092,Team assemblers,,997390,0.7,13.87,28840.0,0.7,          8.48,         10.15,12.89,         16.39,         20.85,         17630,         21110,26820.0,         34080,         43360,2009
51-2093,"Timing device assemblers, adjusters, and calibrators",,2260,10.7,14.41,29970.0,2.5,          8.86,         10.23,13.5,         17.92,         21.70,         18430,         21280,28070.0,         37270,         45130,2009
51-2099,"Assemblers and fabricators, all other",,267780,2.1,15.52,32280.0,1.0,          8.41,         10.07,13.39,         18.87,         28.44,         17490,         20940,27860.0,         39250,         59160,2009
51-3011,Bakers,,140510,1.5,12.19,25350.0,0.5,          7.98,          9.16,11.36,         14.49,         18.04,         16600,         19040,23630.0,         30140,         37520,2009
51-3021,Butchers and meat cutters,,125510,1.7,14.55,30270.0,0.6,          8.62,         10.63,13.87,         17.97,         21.86,         17940,         22120,28850.0,         37370,         45470,2009
51-3022,"Meat, poultry, and fish cutters and trimmers",,168700,2.8,11.01,22900.0,0.8,          8.10,          9.16,10.64,         12.25,         14.78,         16860,         19040,22130.0,         25480,         30750,2009
51-3023,Slaughterers and meat packers,,97530,4.0,11.42,23740.0,1.1,          8.21,          9.55,11.3,         13.17,         15.04,         17070,         19870,23490.0,         27400,         31290,2009
51-3091,"Food and tobacco roasting, baking, and drying machine operators and tenders",,16260,3.8,13.88,28870.0,1.3,          8.45,         10.26,13.11,         17.14,         20.73,         17580,         21340,27270.0,         35660,         43130,2009
51-3092,Food batchmakers,,100190,2.5,12.85,26730.0,1.0,          8.05,          9.21,11.68,         15.49,         19.67,         16740,         19160,24290.0,         32220,         40910,2009
51-3093,Food cooking machine operators and tenders,,37060,3.0,11.84,24630.0,0.9,          7.99,          9.11,11.11,         13.98,         17.04,         16610,         18960,23100.0,         29080,         35440,2009
51-4011,"Computer-controlled machine tool operators, metal and plastic",,129780,1.6,17.1,35570.0,0.5,         10.82,         13.23,16.57,         20.11,         24.38,         22510,         27520,34460.0,         41820,         50710,2009
51-4012,Numerical tool and process control programmers,,15480,2.9,23.19,48230.0,1.0,         14.05,         17.65,22.12,         27.80,         34.40,         29220,         36720,46010.0,         57820,         71560,2009
51-4021,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",,81610,2.9,15.54,32320.0,0.9,          9.90,         12.02,14.94,         18.35,         22.11,         20600,         24990,31080.0,         38160,         45990,2009
51-4022,"Forging machine setters, operators, and tenders, metal and plastic",,24590,4.3,16.2,33700.0,1.1,         10.19,         12.43,15.62,         19.04,         23.01,         21190,         25850,32490.0,         39600,         47860,2009
51-4023,"Rolling machine setters, operators, and tenders, metal and plastic",,32880,4.4,17.63,36670.0,1.5,         10.41,         13.16,17.03,         21.21,         25.55,         21640,         27370,35410.0,         44120,         53140,2009
51-4031,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",,209730,1.1,14.65,30480.0,0.6,          9.32,         11.21,14.02,         17.30,         20.64,         19380,         23310,29160.0,         35990,         42930,2009
51-4032,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",,28140,2.7,15.84,32940.0,0.8,         10.19,         12.36,15.13,         18.67,         22.62,         21200,         25710,31470.0,         38840,         47040,2009
51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",,81740,1.6,15.43,32090.0,0.8,          9.83,         11.72,14.56,         18.17,         22.55,         20450,         24380,30270.0,         37800,         46910,2009
51-4034,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",,51260,2.3,16.83,35000.0,0.6,         10.58,         13.10,16.29,         19.87,         24.21,         22010,         27250,33880.0,         41340,         50350,2009
51-4035,"Milling and planing machine setters, operators, and tenders, metal and plastic",,23770,2.7,17.4,36190.0,0.9,         10.70,         13.24,16.69,         20.72,         25.48,         22260,         27550,34720.0,         43100,         52990,2009
51-4041,Machinists,,380720,1.1,18.72,38940.0,0.4,         11.34,         14.27,18.1,         22.60,         27.52,         23580,         29690,37650.0,         47010,         57250,2009
51-4051,Metal-refining furnace operators and tenders,,16960,2.9,18.67,38830.0,1.1,         12.06,         14.88,18.22,         21.93,         25.74,         25090,         30940,37900.0,         45620,         53540,2009
51-4052,"Pourers and casters, metal",,13090,5.0,16.71,34760.0,1.5,         10.33,         12.94,16.24,         19.45,         24.13,         21490,         26910,33780.0,         40450,         50180,2009
51-4061,"Model makers, metal and plastic",,7710,5.2,21.44,44590.0,2.3,         11.35,         14.49,19.82,         27.93,         34.37,         23600,         30140,41220.0,         58090,         71490,2009
51-4062,"Patternmakers, metal and plastic",,5220,5.4,18.62,38730.0,1.9,         10.93,         13.70,17.54,         22.63,         28.41,         22740,         28490,36470.0,         47060,         59090,2009
51-4071,Foundry mold and coremakers,,13550,8.5,14.93,31050.0,1.1,         10.12,         11.88,14.41,         17.45,         20.15,         21050,         24720,29980.0,         36290,         41910,2009
51-4072,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",,126840,1.8,14.3,29750.0,0.6,          8.96,         10.68,13.4,         16.95,         21.15,         18640,         22210,27880.0,         35260,         43990,2009
51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",,76130,2.1,15.8,32860.0,0.7,         10.05,         12.16,15.01,         18.62,         23.14,         20910,         25280,31220.0,         38730,         48130,2009
51-4111,Tool and die makers,,73640,1.7,23.43,48730.0,0.7,         15.18,         18.48,22.55,         28.17,         34.21,         31580,         38430,46900.0,         58600,         71150,2009
51-4121,"Welders, cutters, solderers, and brazers",,357740,0.9,17.61,36630.0,0.3,         11.26,         13.60,16.71,         20.39,         25.20,         23420,         28300,34750.0,         42420,         52420,2009
51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",,41580,2.5,16.43,34170.0,0.8,         10.72,         13.04,15.74,         18.99,         22.93,         22290,         27120,32750.0,         39500,         47700,2009
51-4191,"Heat treating equipment setters, operators, and tenders, metal and plastic",,20420,3.4,16.24,33790.0,0.9,         10.30,         12.61,15.7,         19.19,         23.27,         21420,         26220,32660.0,         39920,         48410,2009
51-4192,"Lay-out workers, metal and plastic",,9020,4.0,18.38,38240.0,1.9,         10.94,         13.80,17.77,         22.28,         27.13,         22750,         28700,36960.0,         46340,         56430,2009
51-4193,"Plating and coating machine setters, operators, and tenders, metal and plastic",,34310,2.7,14.57,30300.0,0.8,          9.26,         11.01,13.75,         17.38,         21.49,         19260,         22890,28590.0,         36160,         44690,2009
51-4194,"Tool grinders, filers, and sharpeners",,13740,3.7,16.88,35110.0,1.0,         10.40,         12.74,16.0,         20.10,         24.54,         21640,         26500,33280.0,         41820,         51040,2009
51-4199,"Metal workers and plastic workers, all other",,35190,5.8,16.78,34910.0,1.2,          9.84,         12.13,15.46,         19.94,         26.66,         20470,         25230,32150.0,         41470,         55450,2009
51-5011,Bindery workers,,53870,2.6,14.4,29960.0,0.8,          8.62,         10.48,13.55,         17.62,         21.98,         17930,         21800,28190.0,         36660,         45720,2009
51-5012,Bookbinders,,6430,8.3,16.26,33830.0,2.8,          8.87,         11.02,14.72,         19.73,         25.44,         18450,         22920,30630.0,         41040,         52920,2009
51-5021,Job printers,,39180,3.1,17.24,35860.0,0.9,         10.26,         12.92,16.56,         20.95,         25.60,         21350,         26880,34440.0,         43570,         53250,2009
51-5022,Prepress technicians and workers,,53710,2.0,17.96,37360.0,0.7,         10.39,         13.24,17.21,         22.12,         26.81,         21610,         27530,35810.0,         46010,         55770,2009
51-5023,Printing machine operators,,174720,1.4,16.84,35030.0,0.5,          9.54,         12.05,15.85,         20.55,         25.63,         19840,         25070,32970.0,         42730,         53310,2009
51-6011,Laundry and dry-cleaning workers,,211490,1.3,10.0,20790.0,0.4,          7.44,          8.16,9.28,         11.23,         13.82,         15470,         16980,19310.0,         23360,         28740,2009
51-6021,"Pressers, textile, garment, and related materials",,60440,2.2,9.78,20330.0,0.6,          7.45,          8.20,9.31,         11.04,         12.93,         15500,         17060,19370.0,         22960,         26890,2009
51-6031,Sewing machine operators,,165680,1.8,10.7,22250.0,0.5,          7.69,          8.50,9.74,         12.28,         15.15,         15990,         17670,20260.0,         25530,         31510,2009
51-6041,Shoe and leather workers and repairers,,7190,8.9,11.83,24610.0,1.6,          7.97,          9.07,11.16,         14.08,         17.19,         16570,         18860,23210.0,         29280,         35750,2009
51-6042,Shoe machine operators and tenders,,3990,13.9,12.8,26620.0,2.9,          8.44,          9.86,12.69,         15.20,         17.61,         17560,         20520,26390.0,         31610,         36640,2009
51-6051,"Sewers, hand",,6020,9.2,11.71,24350.0,1.8,          8.04,          9.08,11.07,         13.72,         16.65,         16730,         18890,23030.0,         28540,         34620,2009
51-6052,"Tailors, dressmakers, and custom sewers",,26450,5.0,13.6,28300.0,1.2,          8.33,          9.94,12.81,         16.40,         20.16,         17330,         20670,26640.0,         34100,         41920,2009
51-6061,Textile bleaching and dyeing machine operators and tenders,,12980,4.3,11.82,24580.0,1.1,          8.46,          9.32,11.22,         13.84,         16.07,         17590,         19390,23340.0,         28790,         33430,2009
51-6062,"Textile cutting machine setters, operators, and tenders",,17890,6.7,11.95,24850.0,1.1,          8.04,          9.22,11.35,         14.30,         17.02,         16730,         19180,23600.0,         29750,         35390,2009
51-6063,"Textile knitting and weaving machine setters, operators, and tenders",,24530,2.8,12.46,25910.0,0.9,          8.52,         10.11,12.33,         14.47,         16.57,         17710,         21040,25650.0,         30090,         34460,2009
51-6064,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",,30530,2.8,12.4,25780.0,0.9,          8.98,         10.47,12.1,         14.23,         16.51,         18680,         21780,25160.0,         29600,         34330,2009
51-6091,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",,13680,4.7,15.48,32190.0,1.4,         10.19,         12.55,15.12,         18.36,         21.84,         21190,         26110,31450.0,         38180,         45430,2009
51-6092,Fabric and apparel patternmakers,,6640,7.4,20.64,42940.0,2.8,          8.83,         12.52,18.75,         27.81,         36.63,         18360,         26050,39010.0,         57850,         76190,2009
51-6093,Upholsterers,,33810,3.0,15.21,31640.0,1.0,          9.32,         11.46,14.42,         18.15,         22.53,         19380,         23840,29990.0,         37750,         46860,2009
51-6099,"Textile, apparel, and furnishings workers, all other",,14220,5.8,13.95,29010.0,2.2,          8.04,          9.17,12.24,         17.12,         24.06,         16730,         19080,25460.0,         35610,         50040,2009
51-7011,Cabinetmakers and bench carpenters,,99870,1.7,14.95,31100.0,0.5,          9.36,         11.35,14.22,         17.79,         21.95,         19460,         23610,29570.0,         37000,         45670,2009
51-7021,Furniture finishers,,18760,2.8,14.0,29120.0,0.7,          8.93,         10.69,13.26,         16.50,         20.33,         18580,         22230,27590.0,         34320,         42280,2009
51-7031,"Model makers, wood",,1900,11.0,16.33,33970.0,4.8,          8.65,         11.17,14.72,         19.08,         29.06,         17990,         23230,30610.0,         39690,         60450,2009
51-7032,"Patternmakers, wood",,1540,9.9,18.53,38540.0,4.0,          9.90,         12.44,15.48,         22.79,         32.81,         20590,         25880,32190.0,         47400,         68250,2009
51-7041,"Sawing machine setters, operators, and tenders, wood",,41750,2.6,13.12,27290.0,0.9,          8.40,          9.95,12.51,         15.43,         19.05,         17470,         20700,26010.0,         32100,         39620,2009
51-7042,"Woodworking machine setters, operators, and tenders, except sawing",,72560,2.0,12.81,26630.0,0.6,          8.46,          9.98,12.25,         15.07,         18.18,         17600,         20750,25470.0,         31360,         37820,2009
51-7099,"Woodworkers, all other",,9980,5.5,13.03,27090.0,1.5,          8.23,          9.16,11.43,         15.46,         21.17,         17120,         19050,23770.0,         32160,         44040,2009
51-8011,Nuclear power reactor operators,,4840,8.9,35.66,74180.0,1.4,         26.24,         30.15,34.93,         40.51,         48.23,         54590,         62720,72650.0,         84270,        100310,2009
51-8012,Power distributors and dispatchers,,10000,4.6,32.17,66910.0,0.8,         22.18,         26.80,32.21,         37.66,         43.03,         46130,         55740,66990.0,         78340,         89510,2009
51-8013,Power plant operators,,36860,2.8,28.97,60270.0,0.6,         19.00,         23.74,29.04,         34.39,         39.79,         39520,         49380,60400.0,         71520,         82770,2009
51-8021,Stationary engineers and boiler operators,,37270,1.5,25.02,52040.0,0.5,         15.25,         19.54,24.7,         30.06,         35.72,         31720,         40630,51370.0,         62520,         74290,2009
51-8031,Water and liquid waste treatment plant and system operators,,109090,1.4,19.99,41580.0,0.6,         11.82,         14.89,19.16,         24.34,         29.90,         24580,         30960,39850.0,         50620,         62200,2009
51-8091,Chemical plant and system operators,,45750,4.4,25.97,54010.0,0.8,         17.38,         21.10,26.09,         31.03,         35.31,         36160,         43880,54270.0,         64550,         73450,2009
51-8092,Gas plant operators,,14040,5.1,26.86,55860.0,1.1,         17.85,         22.47,27.02,         31.20,         35.98,         37130,         46740,56190.0,         64890,         74850,2009
51-8093,"Petroleum pump system operators, refinery operators, and gaugers",,46230,4.6,27.4,56990.0,1.0,         17.35,         21.99,27.37,         32.08,         37.51,         36080,         45740,56930.0,         66720,         78020,2009
51-8099,"Plant and system operators, all other",,11050,4.1,23.97,49860.0,0.9,         13.97,         18.41,23.92,         28.96,         33.39,         29060,         38290,49760.0,         60240,         69440,2009
51-9011,Chemical equipment operators and tenders,,48360,4.5,21.68,45100.0,0.6,         13.72,         17.12,21.7,         26.28,         30.30,         28530,         35610,45140.0,         54660,         63020,2009
51-9012,"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",,37490,2.8,18.49,38450.0,0.9,         10.42,         13.76,18.04,         22.58,         27.14,         21680,         28620,37530.0,         46970,         56460,2009
51-9021,"Crushing, grinding, and polishing machine setters, operators, and tenders",,38360,2.4,15.8,32860.0,0.8,          9.77,         11.97,15.14,         19.03,         22.96,         20310,         24900,31490.0,         39580,         47760,2009
51-9022,"Grinding and polishing workers, hand",,32350,2.4,13.4,27870.0,0.6,          8.92,         10.51,12.78,         15.59,         18.93,         18550,         21850,26580.0,         32420,         39380,2009
51-9023,"Mixing and blending machine setters, operators, and tenders",,129250,1.4,16.09,33460.0,0.4,          9.85,         12.12,15.43,         19.45,         23.83,         20480,         25210,32090.0,         40450,         49560,2009
51-9031,"Cutters and trimmers, hand",,20180,3.3,12.59,26190.0,1.0,          8.38,          9.46,11.64,         14.74,         18.35,         17420,         19680,24220.0,         30660,         38170,2009
51-9032,"Cutting and slicing machine setters, operators, and tenders",,70700,2.5,14.77,30720.0,0.7,          9.28,         11.26,14.23,         17.79,         21.58,         19290,         23420,29600.0,         37010,         44890,2009
51-9041,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",,72770,3.0,15.08,31370.0,0.7,          9.66,         11.57,14.36,         18.03,         22.17,         20090,         24070,29860.0,         37500,         46120,2009
51-9051,"Furnace, kiln, oven, drier, and kettle operators and tenders",,19900,2.3,16.54,34410.0,0.8,         10.37,         12.81,16.0,         19.67,         23.81,         21580,         26650,33270.0,         40920,         49530,2009
51-9061,"Inspectors, testers, sorters, samplers, and weighers",,430450,0.8,16.75,34840.0,0.3,          9.61,         12.02,15.54,         20.08,         26.04,         19990,         24990,32330.0,         41770,         54160,2009
51-9071,Jewelers and precious stone and metal workers,,23410,3.9,17.6,36620.0,1.5,          9.17,         12.04,16.38,         21.75,         27.49,         19080,         25050,34060.0,         45240,         57170,2009
51-9081,Dental laboratory technicians,,40480,2.6,18.12,37690.0,0.8,         10.27,         13.02,16.74,         21.69,         28.07,         21370,         27090,34820.0,         45120,         58390,2009
51-9082,Medical appliance technicians,,13760,7.1,18.55,38590.0,1.8,         11.06,         13.42,16.83,         21.69,         29.08,         23000,         27920,35010.0,         45120,         60500,2009
51-9083,Ophthalmic laboratory technicians,,30580,4.2,14.37,29880.0,1.1,          8.89,         10.69,13.57,         17.22,         21.04,         18500,         22240,28220.0,         35810,         43770,2009
51-9111,Packaging and filling machine operators and tenders,,338920,1.2,13.13,27320.0,0.4,          8.27,          9.53,12.08,         15.90,         19.73,         17200,         19830,25130.0,         33060,         41040,2009
51-9121,"Coating, painting, and spraying machine setters, operators, and tenders",,89430,1.5,14.69,30550.0,0.4,          9.48,         11.37,14.06,         17.43,         21.11,         19710,         23660,29240.0,         36260,         43910,2009
51-9122,"Painters, transportation equipment",,46810,2.0,19.82,41220.0,0.8,         11.55,         14.45,18.38,         24.42,         30.41,         24010,         30070,38230.0,         50800,         63250,2009
51-9123,"Painting, coating, and decorating workers",,28460,1.9,12.47,25940.0,0.8,          8.08,          9.33,11.44,         14.68,         18.36,         16800,         19400,23790.0,         30520,         38180,2009
51-9131,Photographic process workers,,18390,5.3,14.28,29710.0,1.6,          8.39,         10.00,12.73,         16.78,         23.03,         17460,         20800,26480.0,         34890,         47900,2009
51-9132,Photographic processing machine operators,,46680,2.1,10.74,22330.0,0.5,          7.68,          8.47,9.69,         11.81,         15.38,         15980,         17630,20160.0,         24560,         31990,2009
51-9141,Semiconductor processors,,25750,6.7,15.92,33110.0,1.2,         10.56,         12.65,15.18,         18.57,         22.71,         21960,         26310,31570.0,         38620,         47230,2009
51-9191,Cementing and gluing machine operators and tenders,,16190,3.3,14.46,30080.0,0.9,          9.44,         11.20,13.89,         17.21,         20.85,         19630,         23290,28890.0,         35790,         43360,2009
51-9192,"Cleaning, washing, and metal pickling equipment operators and tenders",,19550,3.3,12.88,26800.0,1.1,          8.46,          9.80,11.86,         15.25,         18.94,         17600,         20390,24680.0,         31710,         39400,2009
51-9193,Cooling and freezing equipment operators and tenders,,9160,4.4,13.96,29040.0,1.7,          8.70,         10.31,12.75,         17.34,         20.77,         18090,         21440,26520.0,         36080,         43200,2009
51-9194,Etchers and engravers,,8920,5.4,14.27,29690.0,1.4,          8.40,         10.45,13.35,         16.92,         21.30,         17470,         21730,27770.0,         35190,         44300,2009
51-9195,"Molders, shapers, and casters, except metal and plastic",,35430,2.7,14.33,29800.0,0.7,          9.17,         11.03,13.69,         16.92,         20.58,         19070,         22930,28470.0,         35200,         42800,2009
51-9196,"Paper goods machine setters, operators, and tenders",,94210,2.1,16.85,35040.0,0.8,         10.24,         12.89,16.4,         20.03,         24.43,         21290,         26810,34120.0,         41670,         50820,2009
51-9197,Tire builders,,17820,9.7,18.19,37830.0,3.2,          9.59,         13.22,18.95,         23.39,         25.57,         19950,         27490,39420.0,         48650,         53180,2009
51-9198,Helpers--production workers,,433370,1.1,11.54,24000.0,0.3,          7.89,          8.89,10.75,         13.52,         16.74,         16410,         18490,22370.0,         28120,         34820,2009
51-9199,"Production workers, all other",,239550,1.8,14.97,31130.0,0.7,          8.39,         10.01,13.33,         18.32,         24.77,         17440,         20830,27730.0,         38110,         51530,2009
53-0000,Transportation and material moving occupations,major,8844700,0.3,15.47,32180.0,0.3,          8.11,          9.79,13.46,         18.69,         25.14,         16870,         20350,28010.0,         38880,         52300,2009
53-1011,Aircraft cargo handling supervisors,,5370,4.9,23.46,48790.0,2.1,         13.27,         15.27,20.43,         30.63,         39.27,         27610,         31760,42490.0,         63710,         81690,2009
53-1021,"First-line supervisors/managers of helpers, laborers, and material movers, hand",,174540,0.7,21.76,45250.0,0.2,         13.08,         16.21,20.65,         26.26,         32.47,         27200,         33710,42940.0,         54630,         67540,2009
53-1031,First-line supervisors/managers of transportation and material-moving machine and vehicle operators,,205780,0.8,26.32,54750.0,0.3,         15.25,         19.34,25.12,         31.78,         38.95,         31720,         40230,52240.0,         66100,         81030,2009
53-2021,Air traffic controllers,,24420,1.2,51.44,106990.0,0.6,         22.38,         33.45,52.81,         68.48,         77.72,         46550,         69570,109850.0,        142430,        161650,2009
53-2022,Airfield operations specialists,,7670,9.5,20.79,43250.0,3.1,         10.44,         13.66,20.1,         25.78,         33.10,         21700,         28420,41800.0,         53630,         68840,2009
53-3011,"Ambulance drivers and attendants, except emergency medical technicians",,19570,4.7,11.13,23140.0,1.0,          7.69,          8.72,10.66,         12.81,         15.30,         15990,         18140,22180.0,         26640,         31820,2009
53-3021,"Bus drivers, transit and intercity",,177510,2.1,17.3,35990.0,1.7,          9.87,         12.44,16.43,         22.09,         26.73,         20540,         25880,34180.0,         45940,         55600,2009
53-3022,"Bus drivers, school",,459480,0.9,13.49,28050.0,0.5,          7.69,          9.79,13.17,         16.45,         19.72,         16000,         20370,27400.0,         34210,         41010,2009
53-3031,Driver/sales workers,,363050,1.8,12.83,26690.0,0.7,          7.38,          8.09,10.93,         16.12,         21.75,         15360,         16830,22740.0,         33530,         45240,2009
53-3032,"Truck drivers, heavy and tractor-trailer",,1550930,0.5,18.87,39260.0,0.3,         11.85,         14.43,18.14,         22.63,         27.39,         24640,         30020,37730.0,         47080,         56970,2009
53-3033,"Truck drivers, light or delivery services",,834780,0.7,14.96,31120.0,0.3,          8.35,         10.29,13.62,         18.29,         24.86,         17370,         21410,28330.0,         38040,         51700,2009
53-3041,Taxi drivers and chauffeurs,,167740,1.4,11.51,23930.0,0.6,          7.67,          8.70,10.56,         13.25,         16.84,         15950,         18100,21960.0,         27550,         35020,2009
53-3099,"Motor vehicle operators, all other",,73410,3.8,14.95,31100.0,1.9,          7.86,          9.05,12.56,         19.30,         25.28,         16350,         18830,26130.0,         40150,         52590,2009
53-4011,Locomotive engineers,,43560,4.4,25.77,53590.0,2.6,         16.07,         18.90,23.01,         29.75,         42.64,         33430,         39300,47870.0,         61880,         88690,2009
53-4012,Locomotive firers,,960,9.3,24.71,51400.0,3.9,         11.19,         17.45,22.63,         31.07,         42.71,         23280,         36290,47060.0,         64640,         88830,2009
53-4013,"Rail yard engineers, dinkey operators, and hostlers",,5360,7.4,17.35,36090.0,2.5,         11.97,         13.63,16.02,         19.59,         25.25,         24890,         28350,33320.0,         40750,         52510,2009
53-4021,"Railroad brake, signal, and switch operators",,24270,4.9,23.85,49600.0,2.4,         14.50,         18.62,23.09,         27.91,         34.84,         30160,         38730,48030.0,         58050,         72480,2009
53-4031,Railroad conductors and yardmasters,,41540,3.3,26.39,54900.0,1.9,         15.92,         19.36,25.93,         31.88,         39.05,         33100,         40260,53940.0,         66300,         81210,2009
53-4041,Subway and streetcar operators,,6050,2.6,25.38,52800.0,5.3,         17.15,         21.52,27.11,         29.87,         31.55,         35670,         44760,56390.0,         62130,         65630,2009
53-4099,"Rail transportation workers, all other",,4310,11.1,21.14,43960.0,2.3,         13.22,         16.90,20.92,         24.86,         29.46,         27490,         35160,43520.0,         51720,         61270,2009
